,region/country/area,year,series,type,tourism_arrivals_series_type,value,footnotes,continent
2722,Myanmar,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,0.9,,Asia
2723,Myanmar,2015,"Assault rate per 100,000 population",Crime,,9.5,,Asia
2724,Myanmar,2015,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Asia
2725,Myanmar,2015,"Theft at the national level, rate per 100,000 population",Crime,,5.7,,Asia
2726,Myanmar,2020,"Intentional homicide rates per 100,000",Crime,,2.9,,Asia
2727,Myanmar,2020,"Percentage of male and female intentional homicide victims, Male",Crime,,4.9,,Asia
2728,Myanmar,2020,"Percentage of male and female intentional homicide victims, Female",Crime,,1.0,,Asia
2729,Myanmar,2020,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Asia
2730,Myanmar,2020,"Theft at the national level, rate per 100,000 population",Crime,,5.8,,Asia
2731,Myanmar,2020,"Total Sexual Violence at the national level, rate per 100,000",Crime,,0.0,,Asia
2732,Myanmar,2022,"Intentional homicide rates per 100,000",Crime,,3.9,,Asia
2733,Myanmar,2022,"Percentage of male and female intentional homicide victims, Male",Crime,,6.6,,Asia
2734,Myanmar,2022,"Percentage of male and female intentional homicide victims, Female",Crime,,1.1,,Asia
2735,Myanmar,2022,"Assault rate per 100,000 population",Crime,,1.6,,Asia
2736,Myanmar,2022,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Asia
2737,Myanmar,2022,"Theft at the national level, rate per 100,000 population",Crime,,5.6,,Asia
2738,Namibia,2004,"Intentional homicide rates per 100,000",Crime,,18.1,,Africa
2739,Namibia,2010,"Intentional homicide rates per 100,000",Crime,,15.0,,Africa
2740,Namibia,2012,"Intentional homicide rates per 100,000",Crime,,17.9,,Africa
2741,Namibia,2021,"Intentional homicide rates per 100,000",Crime,,12.4,,Africa
2742,Namibia,2021,"Percentage of male and female intentional homicide victims, Male",Crime,,18.5,,Africa
2743,Namibia,2021,"Percentage of male and female intentional homicide victims, Female",Crime,,6.8,,Africa
2744,Namibia,2021,"Assault rate per 100,000 population",Crime,,374.1,,Africa
2745,Namibia,2021,"Kidnapping at the national level, rate per 100,000",Crime,,2.7,,Africa
2746,Namibia,2021,"Total Sexual Violence at the national level, rate per 100,000",Crime,,48.8,,Africa
2747,Nepal,2005,"Intentional homicide rates per 100,000",Crime,,3.3,,Asia
2748,Nepal,2005,"Assault rate per 100,000 population",Crime,,4.0,,Asia
2749,Nepal,2005,"Kidnapping at the national level, rate per 100,000",Crime,,0.5,,Asia
2750,Nepal,2005,"Theft at the national level, rate per 100,000 population",Crime,,2.0,,Asia
2751,Nepal,2006,"Intentional homicide rates per 100,000",Crime,,2.3,,Asia
2752,Nepal,2006,"Assault rate per 100,000 population",Crime,,3.9,,Asia
2753,Nepal,2006,"Kidnapping at the national level, rate per 100,000",Crime,,0.9,,Asia
2754,Nepal,2006,"Theft at the national level, rate per 100,000 population",Crime,,2.0,,Asia
2755,Nepal,2010,"Intentional homicide rates per 100,000",Crime,,3.0,,Asia
2756,Nepal,2015,"Intentional homicide rates per 100,000",Crime,,2.2,,Asia
2757,Nepal,2016,"Intentional homicide rates per 100,000",Crime,,2.2,,Asia
2758,Nepal,2016,"Assault rate per 100,000 population",Crime,,0.2,,Asia
2759,Nepal,2016,"Kidnapping at the national level, rate per 100,000",Crime,,0.1,,Asia
2760,Nepal,2016,"Theft at the national level, rate per 100,000 population",Crime,,4.6,,Asia
2761,Nepal,2020,"Intentional homicide rates per 100,000",Crime,,2.1,,Asia
2762,Netherlands (Kingdom of the),2005,"Intentional homicide rates per 100,000",Crime,,1.1,,Europe
2763,Netherlands (Kingdom of the),2005,"Percentage of male and female intentional homicide victims, Male",Crime,,1.5,,Europe
2764,Netherlands (Kingdom of the),2005,"Percentage of male and female intentional homicide victims, Female",Crime,,0.7,,Europe
2765,Netherlands (Kingdom of the),2005,"Assault rate per 100,000 population",Crime,,412.4,,Europe
2766,Netherlands (Kingdom of the),2005,"Kidnapping at the national level, rate per 100,000",Crime,,5.6,,Europe
2767,Netherlands (Kingdom of the),2005,"Theft at the national level, rate per 100,000 population",Crime,,4661.5,,Europe
2768,Netherlands (Kingdom of the),2005,"Total Sexual Violence at the national level, rate per 100,000",Crime,,44.8,,Europe
2769,Netherlands (Kingdom of the),2010,"Intentional homicide rates per 100,000",Crime,,0.9,,Europe
2770,Netherlands (Kingdom of the),2010,"Percentage of male and female intentional homicide victims, Male",Crime,,1.1,,Europe
2771,Netherlands (Kingdom of the),2010,"Percentage of male and female intentional homicide victims, Female",Crime,,0.6,,Europe
2772,Netherlands (Kingdom of the),2010,"Assault rate per 100,000 population",Crime,,362.8,,Europe
2773,Netherlands (Kingdom of the),2010,"Kidnapping at the national level, rate per 100,000",Crime,,3.9,,Europe
2774,Netherlands (Kingdom of the),2010,"Theft at the national level, rate per 100,000 population",Crime,,3984.5,,Europe
2775,Netherlands (Kingdom of the),2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,57.8,,Europe
2776,Netherlands (Kingdom of the),2015,"Intentional homicide rates per 100,000",Crime,,0.6,,Europe
2777,Netherlands (Kingdom of the),2015,"Percentage of male and female intentional homicide victims, Male",Crime,,0.7,,Europe
2778,Netherlands (Kingdom of the),2015,"Percentage of male and female intentional homicide victims, Female",Crime,,0.5,,Europe
2779,Netherlands (Kingdom of the),2015,"Assault rate per 100,000 population",Crime,,29.9,,Europe
2780,Netherlands (Kingdom of the),2015,"Kidnapping at the national level, rate per 100,000",Crime,,2.6,,Europe
2781,Netherlands (Kingdom of the),2015,"Theft at the national level, rate per 100,000 population",Crime,,1966.5,,Europe
2782,Netherlands (Kingdom of the),2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,24.4,,Europe
2783,Netherlands (Kingdom of the),2021,"Intentional homicide rates per 100,000",Crime,,0.7,,Europe
2784,Netherlands (Kingdom of the),2021,"Percentage of male and female intentional homicide victims, Male",Crime,,1.0,,Europe
2785,Netherlands (Kingdom of the),2021,"Percentage of male and female intentional homicide victims, Female",Crime,,0.4,,Europe
2786,Netherlands (Kingdom of the),2021,"Assault rate per 100,000 population",Crime,,26.1,,Europe
2787,Netherlands (Kingdom of the),2021,"Kidnapping at the national level, rate per 100,000",Crime,,2.6,,Europe
2788,Netherlands (Kingdom of the),2021,"Theft at the national level, rate per 100,000 population",Crime,,1051.1,,Europe
2789,Netherlands (Kingdom of the),2021,"Total Sexual Violence at the national level, rate per 100,000",Crime,,26.7,,Europe
2790,Netherlands (Kingdom of the),2022,"Intentional homicide rates per 100,000",Crime,,0.8,,Europe
2791,Netherlands (Kingdom of the),2022,"Percentage of male and female intentional homicide victims, Male",Crime,,1.1,,Europe
2792,Netherlands (Kingdom of the),2022,"Percentage of male and female intentional homicide victims, Female",Crime,,0.5,,Europe
2793,Netherlands (Kingdom of the),2022,"Assault rate per 100,000 population",Crime,,27.9,,Europe
2794,Netherlands (Kingdom of the),2022,"Theft at the national level, rate per 100,000 population",Crime,,1326.9,,Europe
2795,Netherlands (Kingdom of the),2022,"Total Sexual Violence at the national level, rate per 100,000",Crime,,33.2,,Europe
2796,New Caledonia,2009,"Intentional homicide rates per 100,000",Crime,,3.1,,Americas
2797,New Zealand,2005,"Intentional homicide rates per 100,000",Crime,,1.5,,Oceania
2798,New Zealand,2005,"Percentage of male and female intentional homicide victims, Male",Crime,,1.7,,Oceania
2799,New Zealand,2005,"Percentage of male and female intentional homicide victims, Female",Crime,,1.3,,Oceania
2800,New Zealand,2005,"Assault rate per 100,000 population",Crime,,234.3,,Oceania
2801,New Zealand,2005,"Kidnapping at the national level, rate per 100,000",Crime,,7.0,,Oceania
2802,New Zealand,2005,"Theft at the national level, rate per 100,000 population",Crime,,3089.9,,Oceania
2803,New Zealand,2005,"Total Sexual Violence at the national level, rate per 100,000",Crime,,59.6,,Oceania
2804,New Zealand,2010,"Intentional homicide rates per 100,000",Crime,,1.0,,Oceania
2805,New Zealand,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,1.0,,Oceania
2806,New Zealand,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,1.0,,Oceania
2807,New Zealand,2010,"Assault rate per 100,000 population",Crime,,259.1,,Oceania
2808,New Zealand,2010,"Kidnapping at the national level, rate per 100,000",Crime,,5.3,,Oceania
2809,New Zealand,2010,"Theft at the national level, rate per 100,000 population",Crime,,2690.6,,Oceania
2810,New Zealand,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,67.0,,Oceania
2811,New Zealand,2015,"Intentional homicide rates per 100,000",Crime,,1.0,,Oceania
2812,New Zealand,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,1.4,,Oceania
2813,New Zealand,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,0.7,,Oceania
2814,New Zealand,2015,"Assault rate per 100,000 population",Crime,,461.5,,Oceania
2815,New Zealand,2015,"Kidnapping at the national level, rate per 100,000",Crime,,7.3,,Oceania
2816,New Zealand,2015,"Theft at the national level, rate per 100,000 population",Crime,,3062.2,,Oceania
2817,New Zealand,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,112.3,,Oceania
2818,New Zealand,2019,"Intentional homicide rates per 100,000",Crime,,2.3,,Oceania
2819,New Zealand,2019,"Percentage of male and female intentional homicide victims, Male",Crime,,4.0,,Oceania
2820,New Zealand,2019,"Percentage of male and female intentional homicide victims, Female",Crime,,1.3,,Oceania
2821,New Zealand,2019,"Assault rate per 100,000 population",Crime,,716.2,,Oceania
2822,New Zealand,2019,"Kidnapping at the national level, rate per 100,000",Crime,,9.3,,Oceania
2823,New Zealand,2019,"Theft at the national level, rate per 100,000 population",Crime,,3004.2,,Oceania
2824,New Zealand,2019,"Total Sexual Violence at the national level, rate per 100,000",Crime,,129.2,,Oceania
2825,New Zealand,2020,"Intentional homicide rates per 100,000",Crime,,1.0,,Oceania
2826,New Zealand,2020,"Assault rate per 100,000 population",Crime,,843.2,,Oceania
2827,New Zealand,2020,"Kidnapping at the national level, rate per 100,000",Crime,,8.1,,Oceania
2828,New Zealand,2020,"Theft at the national level, rate per 100,000 population",Crime,,2650.5,,Oceania
2829,New Zealand,2020,"Total Sexual Violence at the national level, rate per 100,000",Crime,,132.8,,Oceania
2830,New Zealand,2021,"Intentional homicide rates per 100,000",Crime,,1.1,,Oceania
2831,New Zealand,2021,"Assault rate per 100,000 population",Crime,,932.2,,Oceania
2832,New Zealand,2021,"Kidnapping at the national level, rate per 100,000",Crime,,8.0,,Oceania
2833,New Zealand,2021,"Total Sexual Violence at the national level, rate per 100,000",Crime,,148.1,,Oceania
2834,Nicaragua,2005,"Intentional homicide rates per 100,000",Crime,,13.4,,Americas
2835,Nicaragua,2005,"Assault rate per 100,000 population",Crime,,354.5,,Americas
2836,Nicaragua,2005,"Kidnapping at the national level, rate per 100,000",Crime,,0.2,,Americas
2837,Nicaragua,2005,"Theft at the national level, rate per 100,000 population",Crime,,266.0,,Americas
2838,Nicaragua,2010,"Intentional homicide rates per 100,000",Crime,,13.4,,Americas
2839,Nicaragua,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,24.5,,Americas
2840,Nicaragua,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,2.6,,Americas
2841,Nicaragua,2010,"Assault rate per 100,000 population",Crime,,313.3,,Americas
2842,Nicaragua,2010,"Kidnapping at the national level, rate per 100,000",Crime,,0.1,,Americas
2843,Nicaragua,2010,"Theft at the national level, rate per 100,000 population",Crime,,178.5,,Americas
2844,Nicaragua,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,61.9,,Americas
2845,Nicaragua,2015,"Intentional homicide rates per 100,000",Crime,,8.3,,Americas
2846,Nicaragua,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,14.8,,Americas
2847,Nicaragua,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,2.1,,Americas
2848,Nicaragua,2019,"Intentional homicide rates per 100,000",Crime,,7.7,,Americas
2849,Nicaragua,2019,"Percentage of male and female intentional homicide victims, Male",Crime,,14.1,,Americas
2850,Nicaragua,2019,"Percentage of male and female intentional homicide victims, Female",Crime,,1.6,,Americas
2851,Nicaragua,2019,"Assault rate per 100,000 population",Crime,,14.7,,Americas
2852,Nicaragua,2019,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Americas
2853,Nicaragua,2019,"Total Sexual Violence at the national level, rate per 100,000",Crime,,31.5,,Americas
2854,Nicaragua,2021,"Intentional homicide rates per 100,000",Crime,,11.0,,Americas
2855,Nicaragua,2021,"Percentage of male and female intentional homicide victims, Male",Crime,,19.1,,Americas
2856,Nicaragua,2021,"Percentage of male and female intentional homicide victims, Female",Crime,,3.1,,Americas
2857,Niger,2012,"Intentional homicide rates per 100,000",Crime,,4.4,,Africa
2858,Nigeria,2010,"Assault rate per 100,000 population",Crime,,11.2,,Africa
2859,Nigeria,2010,"Kidnapping at the national level, rate per 100,000",Crime,,0.5,,Africa
2860,Nigeria,2010,"Theft at the national level, rate per 100,000 population",Crime,,12.7,,Africa
2861,Nigeria,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,1.1,,Africa
2862,Nigeria,2013,"Assault rate per 100,000 population",Crime,,9.4,,Africa
2863,Nigeria,2013,"Kidnapping at the national level, rate per 100,000",Crime,,0.3,,Africa
2864,Nigeria,2013,"Theft at the national level, rate per 100,000 population",Crime,,13.8,,Africa
2865,Nigeria,2013,"Total Sexual Violence at the national level, rate per 100,000",Crime,,1.0,,Africa
2866,Nigeria,2019,"Intentional homicide rates per 100,000",Crime,,21.7,,Africa
2867,North Macedonia,2004,"Intentional homicide rates per 100,000",Crime,,2.4,,Europe
2868,North Macedonia,2004,"Percentage of male and female intentional homicide victims, Male",Crime,,3.5,,Europe
2869,North Macedonia,2004,"Percentage of male and female intentional homicide victims, Female",Crime,,1.2,,Europe
2870,North Macedonia,2005,"Percentage of male and female intentional homicide victims, Male",Crime,,3.3,,Europe
2871,North Macedonia,2005,"Percentage of male and female intentional homicide victims, Female",Crime,,0.9,,Europe
2872,North Macedonia,2005,"Kidnapping at the national level, rate per 100,000",Crime,,1.2,,Europe
2873,North Macedonia,2010,"Intentional homicide rates per 100,000",Crime,,2.1,,Europe
2874,North Macedonia,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,2.7,,Europe
2875,North Macedonia,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,1.4,,Europe
2876,North Macedonia,2010,"Assault rate per 100,000 population",Crime,,11.8,,Europe
2877,North Macedonia,2010,"Kidnapping at the national level, rate per 100,000",Crime,,0.8,,Europe
2878,North Macedonia,2010,"Theft at the national level, rate per 100,000 population",Crime,,233.8,,Europe
2879,North Macedonia,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,5.9,,Europe
2880,North Macedonia,2014,"Intentional homicide rates per 100,000",Crime,,1.7,,Europe
2881,North Macedonia,2014,"Percentage of male and female intentional homicide victims, Male",Crime,,2.4,,Europe
2882,North Macedonia,2014,"Percentage of male and female intentional homicide victims, Female",Crime,,0.9,,Europe
2883,North Macedonia,2014,"Assault rate per 100,000 population",Crime,,10.1,,Europe
2884,North Macedonia,2014,"Kidnapping at the national level, rate per 100,000",Crime,,0.4,,Europe
